"","text","subject_label","subject_predicted","structure_label","structure_predicted"
"3845","Why does this give the new plant higher levels of success? I would argue that it means the parent plant has higher fitness, but that doesn’t necessarily mean that the offspring plants have higher success (however you define that).",4,4,5,5
"3846","Methods should be all in past tense",2,2,3,3
"3847","this is ambiguous",2,2,3,2
"3848","I would move this to the methods section",2,2,4,4
"3849","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2,3,3
"3850","Refer to a specific figure or table that contains summarized numerical results to support that statement.",3,3,4,4
"3851","Consider the order, probably is better to mention the hypothesis before the methods",2,2,4,4
"3852","Citation format",3,3,2,2
"3853","This should be in paragraph form in your results",3,3,4,2
"3854","You need to describe your error bars and provide the statistical values",3,3,4,4
"3855","The standard deviation is not another important figure.",3,3,2,2
"3856","Your x-axis needs a label (with units), and shouldn’t say “Chart Title” at the top. Also, reiterate your statistical results in your figure caption.",3,3,4,4
"3857","State your actual hypothesis before you state the results, and then you can have a concluding sentence where you state that your hypothesis was not supported (don’t mention the null though)",2,2,4,4
"3858","Wrong tense",2,2,3,3
"3859","I recommended you avoid using the terms of treatment and control group because the same muscles were used for both conditions.",2,3,2,4
"3860","You need to keep your tenses consistent.",2,2,3,3
"3861","Put stats in your caption",3,3,2,2
"3862","No need to discuss sources of error unless you have evidence that they actually affected your results",4,4,3,3
"3863","The standard deviation bars for this graph was not formatted properly and seems to have been made by excel’s default standard deviation error bars (They don’t work). If you need help with putting standard deviation bars, you can either email me to meet or take a look at the resource guide for instructions.",3,3,4,4
"3864","T",3,3,2,2
"3865","I need to know exactly what you did in your methods section – down to the volumes used (for everything), centrifuging parameters, etc",3,3,3,3
"3866","Up to here it reads as if you only tested one pair of fish, can you be more specific? Can you also talk a bit more about your points system – how did you execute it in the lab? A one-tailed paired t-test will be more appropriate for your data. It accounts for the fact that you used the same groups of fish for both treatments. Re-run the test (results probably won’t change)",3,3,4,4
"3867","What mean?  You should include the means that are important to your discussion here in paragraph form.",3,3,4,4
"3868","The standard deviations are the same for both groups in every single day",3,3,4,4
"3869","This figure needs error bars and does not need a title",3,3,4,4
"3870","Methods should really be past-passive.",2,2,3,2
"3871","Since your table has the R:S mass and R:S length, you need to report p values for each dependent variable here. Also need to refer to the table/figure here",3,3,2,4
"3872","And the muscle",3,3,2,2
"3873","Citation formatting",3,3,2,2
"3874","table legends should describe the displayed information in the table. They should be self-explanatory",3,3,3,3
"3875","I am not sure what this sentence means.Can you rephrase these first three sentences to make them more concrete and specific? You are trying to say a lot, but in actuality you aren’t really stating anything definitively",2,2,3,4
"3876","Check the core resource guide for what goes into a figure caption.",3,3,3,3
"3877","Weights?",3,3,2,2
"3878","Change in weight, not average weight",3,3,2,2
"3879","Table",3,3,2,2
"3880","You can omit this",2,2,2,2
"3881","I think you mean p-values. An alpha value is the significance level that you basically set as a cut off to determine significance (0.05 – as you mentioned earlier)",3,3,2,4
"3882","How is weight tied to pupationg and 20E?",4,3,4,2
"3883","Where is your figure title (needs to be in the caption)? Also, what do the error bars represent?",3,3,2,2
"3884","Need to refer to the figures here, after you talk about each dependent variable",3,3,3,3
"3885","A brief (1-2 sentences) explanation for why the model organism was good to use in your experiment.",3,4,4,4
"3886","Future implications about human cell speculations as indicated in Discussion should have been reflected here as a concluding remark.",4,4,4,4
"3887","Start broader – this is too specific",2,2,3,3
"3888","Lower case p",2,2,2,2
"3889","What about these pathways make Physarum a really good model organism?",3,4,4,4
"3890","Generally you don’t put citations in your abstract",2,2,3,3
"3891","Just repeat the main observation here and try to explain that later.",2,2,4,4
"3892","Do not use sentences just to report the statistical outcome.",3,3,2,2
"3893","This is not the best way to report the resultsReference the figures displaying the dataDescribe the trendsSupport those observations with statistics",3,3,4,4
"3894","Put the p-value here, not the alpha value",3,3,2,2
"3895","Citations",3,3,3,2
"3896","PerformedHow many tails did your test have?",3,3,2,2
"3897","Experimental condition, no group.",2,3,2,2
"3898","Your hypothesis is the first time you mention murky water – use your introduction to tell the reader the background on why water clarity might matter. What you have so far is quite good, but nothing here helps me understand why you are testing murky water and what you are basing your hypothesis on.",4,4,4,5
"3899","condense and focus",2,2,3,3
"3900","These are not figure legends. You should explain here the displayed information. The captions should be self explanatory",3,3,3,3
"3901","Where is figure 3? There is only one figure in this report, and it’s a table.",3,3,4,2
"3902","What was thrown out and what was recentrifuged during each step? Be more specific",3,3,4,4
"3903","Be more specific about this. Does this mean they couldn’t molt? Molted much more often?",2,3,5,2
"3904","Expected?Instead of saying what you expect, mention what you saw",3,3,4,4
"3905","This should go in the Methods section as the last sentence. Error: Basic Criteria #2",3,3,4,3
"3906","This discussion needs primary literature citations just like the intro.",1,2,3,3
"3907","Missing the hypothesis",4,3,3,2
"3908","informal",2,2,3,3
"3909","Citation formatting. Missing the journal volume and pages number.",3,3,2,2
"3910","format: t-stat_, d.f.=_, p=_",3,3,2,2
"3911","You can stick this inside the parentheses",2,2,4,2
"3912","Should there be more here?",2,3,1,2
"3913","What is the difference between them? You should specify that in the Figure caption.Figure captions should be self-explanatory",3,3,4,2
"3914","check your lab manual on sakai to find info on concentration.",3,3,3,3
"3915","This needs to be the last sentence.",2,2,4,2
"3916","Citation formattingMissing the title, Journal, number, pagesYear goes before the title",3,3,2,2
